scenario,x,y,population,hazard,vulnerability,risk_score,accessibility,service_gap_score
higher_hazard_system,17,15,371.282777,0.522948,0.540328,104.911014,48.898669,7.440735
higher_hazard_system,17,16,388.979753,0.397670,0.538186,83.249651,42.554714,8.930830
higher_hazard_system,17,17,342.184114,0.307904,0.505889,53.300386,39.758279,8.395451
higher_hazard_system,17,18,296.467940,0.243584,0.458072,33.079566,38.941403,7.422572
higher_hazard_system,17,19,312.260405,0.197496,0.422195,26.036911,39.019948,7.802619
higher_hazard_system,17,20,294.299163,0.164473,0.414419,20.059684,39.000952,7.357304
higher_hazard_system,17,21,236.599236,0.140811,0.425465,14.174720,38.015752,6.064198
higher_hazard_system,17,22,238.693218,0.123857,0.429559,12.699381,35.662649,6.510528
higher_hazard_system,17,23,252.133303,0.111708,0.408338,11.500986,32.202546,7.593794
higher_hazard_system,17,24,204.028645,0.103003,0.367817,7.729897,28.269786,6.970623
higher_hazard_system,17,25,182.723877,0.096766,0.332869,5.885615,24.429869,7.185404
higher_hazard_system,18,1,179.284341,0.114377,0.360641,7.395291,17.037792,9.939373
higher_hazard_system,18,2,184.189715,0.127581,0.394918,9.280212,20.070139,8.741742
higher_hazard_system,18,3,207.262453,0.146009,0.405029,12.257054,24.246230,8.209640
higher_hazard_system,18,4,241.215899,0.171727,0.393084,16.282888,30.351099,7.694017
higher_hazard_system,18,5,272.267011,0.207620,0.382366,21.614445,39.981154,6.643713
higher_hazard_system,18,6,289.477073,0.257713,0.395857,29.531735,56.757186,5.011966
higher_hazard_system,18,7,292.084496,0.327623,0.434972,41.623988,90.200217,3.202673
higher_hazard_system,18,8,289.806172,0.425190,0.477992,58.899463,170.736692,1.687503
higher_hazard_system,18,9,295.850724,0.561356,0.499609,82.973748,411.335493,0.717500
higher_hazard_system,18,10,317.344227,0.751390,0.493545,117.685593,812.033327,0.390321
higher_hazard_system,18,11,349.677036,1.000000,0.477464,166.958071,412.876619,0.844882
higher_hazard_system,18,12,378.734225,1.000000,0.475723,180.172590,173.923028,2.165148
higher_hazard_system,18,13,389.741247,1.000000,0.496068,193.338126,95.244261,4.049501
higher_hazard_system,18,14,376.908068,0.797606,0.521907,156.897823,63.989210,5.799548
higher_hazard_system,18,15,347.265352,0.594471,0.527370,108.869801,49.863617,6.827382
higher_hazard_system,18,16,315.985434,0.448918,0.501291,71.108865,43.492370,7.102014
higher_hazard_system,18,17,296.467940,0.344625,0.458072,46.801300,41.387156,6.994287
higher_hazard_system,18,18,291.980082,0.269895,0.425362,33.520269,41.962843,6.796107
higher_hazard_system,18,19,294.338217,0.216349,0.419636,26.722397,44.051814,6.533327
higher_hazard_system,18,20,290.279503,0.177982,0.431916,22.314731,46.084416,6.165087
higher_hazard_system,18,21,271.073006,0.150491,0.436666,17.813356,46.078948,5.757839
higher_hazard_system,18,22,238.836625,0.130792,0.415703,12.985734,42.965835,5.432323
higher_hazard_system,18,23,205.314310,0.116678,0.375170,8.987431,37.619048,5.316400
higher_hazard_system,18,24,183.996206,0.106564,0.340034,6.667177,31.746198,5.618857
higher_hazard_system,18,25,180.976930,0.099318,0.331191,5.952897,26.461020,6.590321
higher_hazard_system,19,1,197.297883,0.109728,0.378734,8.199222,16.319047,11.391960
higher_hazard_system,19,2,210.889728,0.121093,0.386935,9.881241,19.223685,10.427859
higher_hazard_system,19,3,225.406199,0.136954,0.372894,11.511326,23.218879,9.307045
higher_hazard_system,19,4,240.783431,0.159090,0.359900,13.786408,29.023213,8.019909
higher_hazard_system,19,5,256.907061,0.189983,0.370969,18.106283,38.048648,6.579154
higher_hazard_system,19,6,273.583046,0.233098,0.407586,25.992446,53.329184,5.035655
higher_hazard_system,19,7,290.497648,0.293270,0.448166,38.181203,82.107319,3.495452
higher_hazard_system,19,8,307.167738,0.377247,0.467634,54.188487,143.257303,2.129305
higher_hazard_system,19,9,322.890139,0.494446,0.460076,73.451898,277.210280,1.160597
higher_hazard_system,19,10,336.714313,0.658010,0.443645,98.294709,411.275977,0.816721
higher_hazard_system,19,11,347.484642,0.886283,0.443214,136.496296,278.837604,1.241737
higher_hazard_system,19,12,354.008045,1.000000,0.466802,165.251567,146.629894,2.397943
higher_hazard_system,19,13,355.356602,1.000000,0.497581,176.818517,87.475899,4.016423
higher_hazard_system,19,14,351.193819,0.913578,0.508920,163.283406,61.111822,5.654219
higher_hazard_system,19,15,341.919765,0.677568,0.488727,113.225285,48.895335,6.852740
higher_hazard_system,19,16,328.524502,0.508460,0.450709,75.287071,43.924204,7.312862
higher_hazard_system,19,17,312.260405,0.387288,0.422195,51.058104,43.656323,6.992524
higher_hazard_system,19,18,294.338217,0.300465,0.419636,37.111940,47.266774,6.098154
higher_hazard_system,19,19,275.758168,0.238254,0.434180,28.525824,54.184405,4.997031
higher_hazard_system,19,20,257.266583,0.193677,0.440470,21.947155,62.023403,4.082080
higher_hazard_system,19,21,239.382217,0.161737,0.420490,16.280074,65.009315,3.626491
higher_hazard_system,19,22,222.446104,0.138850,0.380528,11.753268,59.111229,3.700575
higher_hazard_system,19,23,206.670645,0.122452,0.345664,8.747768,48.153591,4.204589
higher_hazard_system,19,24,192.179196,0.110701,0.336882,7.167002,37.639196,4.973685
higher_hazard_system,19,25,179.035060,0.102282,0.351877,6.443584,29.526632,5.864881
higher_hazard_system,20,1,211.539025,0.105726,0.371224,8.302499,15.468307,12.845220
higher_hazard_system,20,2,216.259761,0.115508,0.355427,8.878481,18.136730,11.300769
higher_hazard_system,20,3,199.807633,0.129160,0.340541,8.788380,21.745867,8.784349
higher_hazard_system,20,4,193.233038,0.148213,0.349604,10.012508,26.845496,6.939472
higher_hazard_system,20,5,216.850856,0.174803,0.384149,14.561596,34.420332,6.122214
higher_hazard_system,20,6,256.073647,0.211912,0.422677,22.936626,46.295477,5.414337
higher_hazard_system,20,7,278.464527,0.263703,0.440248,32.328186,65.828854,4.166831
higher_hazard_system,20,8,271.792242,0.335982,0.431152,39.371622,98.119105,2.742077
higher_hazard_system,20,9,258.012579,0.436856,0.413816,46.643034,143.193722,1.789347
higher_hazard_system,20,10,266.617827,0.577637,0.413429,63.671475,170.615190,1.553579
higher_hazard_system,20,11,298.934534,0.774113,0.438285,101.423181,144.882866,2.049141
higher_hazard_system,20,12,325.717841,1.000000,0.471658,153.627533,101.632581,3.173630
higher_hazard_system,20,13,321.020713,1.000000,0.486739,156.253293,71.463131,4.430125
higher_hazard_system,20,14,292.386477,1.000000,0.470988,137.710525,54.571870,5.261412
higher_hazard_system,20,15,271.730671,0.774113,0.437561,92.041025,46.215153,5.755158
higher_hazard_system,20,16,277.746374,0.577637,0.413316,66.311067,43.649743,6.220559
higher_hazard_system,20,17,294.299163,0.436856,0.414419,53.280364,46.179831,6.237817
higher_hazard_system,20,18,290.279503,0.335982,0.431916,42.124173,54.899651,5.192868
higher_hazard_system,20,19,257.266583,0.263703,0.440470,29.882322,72.420915,3.503996
higher_hazard_system,20,20,220.285383,0.211912,0.422154,19.706625,98.412951,2.215862
higher_hazard_system,20,21,208.839704,0.174803,0.383361,13.994874,113.629325,1.821870
higher_hazard_system,20,22,222.482886,0.148213,0.349276,11.517284,95.728411,2.300078
higher_hazard_system,20,23,231.691462,0.129160,0.340974,10.203733,66.862662,3.414123
higher_hazard_system,20,24,213.032350,0.115508,0.356224,8.765582,46.040894,4.528663
higher_hazard_system,20,25,177.021098,0.105726,0.371651,6.955737,33.242773,5.169590
higher_hazard_system,21,1,204.623304,0.102282,0.340364,7.123571,14.511064,13.192087
higher_hazard_system,21,2,168.718888,0.110701,0.323896,6.049544,16.870852,9.441010
higher_hazard_system,21,3,204.433673,0.122452,0.331287,8.293189,19.974219,9.746903
higher_hazard_system,21,4,227.842439,0.138850,0.364101,11.518709,24.178741,9.049000
higher_hazard_system,21,5,195.058313,0.161737,0.400894,12.647455,30.040256,6.284043
higher_hazard_system,21,6,237.759767,0.193677,0.416811,19.193572,38.379978,6.037580
higher_hazard_system,21,7,255.051619,0.238254,0.406264,24.687433,50.188951,4.982552
higher_hazard_system,21,8,224.987762,0.300465,0.387844,26.218597,65.764245,3.369884
higher_hazard_system,21,9,271.414307,0.387288,0.386933,40.672684,81.978998,3.270880
higher_hazard_system,21,10,279.223640,0.508460,0.412028,58.497289,90.014805,3.067893
higher_hazard_system,21,11,249.050205,0.677568,0.446551,75.354771,83.696829,2.940490
higher_hazard_system,21,12,293.616700,0.913578,0.463723,124.389711,69.348674,4.173735
higher_hazard_system,21,13,287.283283,1.000000,0.450873,129.528279,55.972713,5.042472
higher_hazard_system,21,14,253.888645,1.000000,0.420880,106.856582,46.968051,5.292870
higher_hazard_system,21,15,292.570641,0.886283,0.400255,103.786156,42.501289,6.725563
higher_hazard_system,21,16,271.276862,0.658010,0.404843,72.265717,42.468098,6.240827
higher_hazard_system,21,17,236.599236,0.494446,0.425465,49.773245,47.938831,4.834591
higher_hazard_system,21,18,271.073006,0.377247,0.436666,44.654137,62.872161,4.243993
higher_hazard_system,21,19,239.382217,0.293270,0.420490,29.519956,98.689273,2.401284
higher_hazard_system,21,20,208.839704,0.233098,0.383361,18.662075,180.408908,1.151210
higher_hazard_system,21,21,242.408445,0.189983,0.350522,16.142776,262.426145,0.920214
higher_hazard_system,21,22,204.892397,0.159090,0.343119,11.184393,177.978274,1.144789
higher_hazard_system,21,23,182.224360,0.136954,0.358986,8.958960,93.671738,1.924802
higher_hazard_system,21,24,215.998312,0.121093,0.374810,9.803458,54.924361,3.862330
higher_hazard_system,21,25,175.039970,0.109728,0.367683,7.061990,36.461873,4.672483
higher_hazard_system,22,1,178.438300,0.099318,0.309607,5.486880,13.491396,12.313396
higher_hazard_system,22,2,186.085262,0.106564,0.315597,6.258297,15.514725,11.267839
higher_hazard_system,22,3,192.497171,0.116678,0.346957,7.792694,18.085829,10.085869
higher_hazard_system,22,4,202.037735,0.130792,0.382279,10.101721,21.405524,9.017318
higher_hazard_system,22,5,208.406614,0.150491,0.396763,12.443783,25.731497,7.796294
higher_hazard_system,22,6,219.407344,0.177982,0.384899,15.030516,31.334218,6.785608
higher_hazard_system,22,7,225.082732,0.216349,0.365378,17.792629,38.317489,5.724748
higher_hazard_system,22,8,236.639120,0.269895,0.363709,23.229292,46.167703,5.016974
higher_hazard_system,22,9,240.451429,0.344625,0.388524,32.195276,53.136431,4.441583
higher_hazard_system,22,10,251.149847,0.448918,0.423372,47.733318,56.505768,4.367385
higher_hazard_system,22,11,251.528238,0.594471,0.441554,66.023841,54.841724,4.504306
higher_hazard_system,22,12,259.787605,0.797606,0.430403,89.182957,49.731313,5.120853
higher_hazard_system,22,13,255.356154,1.000000,0.402700,102.831992,44.084442,5.663953
higher_hazard_system,22,14,260.227244,1.000000,0.384777,100.129395,39.940137,6.356287
higher_hazard_system,22,15,250.648995,1.000000,0.392250,98.317110,38.320342,6.374538
higher_hazard_system,22,16,252.468626,0.751390,0.415720,78.863080,40.127425,6.138693
higher_hazard_system,22,17,238.693218,0.561356,0.429559,57.557428,47.354043,4.936365
higher_hazard_system,22,18,238.836625,0.425190,0.415703,42.215044,65.685908,3.581516
higher_hazard_system,22,19,222.446104,0.327623,0.380528,27.732285,113.925219,1.935573
higher_hazard_system,22,20,222.482886,0.257713,0.349276,20.026329,262.512988,0.844296
higher_hazard_system,22,21,204.892397,0.207620,0.343119,14.596204,511.345844,0.399910
higher_hazard_system,22,22,205.990352,0.171727,0.359934,12.732361,260.352928,0.788169
higher_hazard_system,22,23,188.106465,0.146009,0.376454,10.339413,109.486764,1.702525
higher_hazard_system,22,24,190.913714,0.127581,0.369818,9.007644,58.716290,3.197012
higher_hazard_system,22,25,173.172481,0.114377,0.338701,6.708624,37.433372,4.505784
higher_hazard_system,23,1,152.528124,0.096766,0.302164,4.459807,12.456720,11.334718
higher_hazard_system,23,2,202.337433,0.103003,0.332298,6.925559,14.153196,13.352789
higher_hazard_system,23,3,183.437879,0.111708,0.366371,7.507489,16.232468,10.644899
higher_hazard_system,23,4,173.674298,0.123857,0.379619,8.165865,18.791880,8.775028
higher_hazard_system,23,5,223.885664,0.140811,0.366582,11.556713,21.925280,9.765886
higher_hazard_system,23,6,201.726592,0.164473,0.346018,11.480415,25.673437,7.562827
higher_hazard_system,23,7,196.941885,0.197496,0.343519,13.361259,29.919088,6.369589
higher_hazard_system,23,8,245.646789,0.243584,0.367808,22.007987,34.232364,6.972192
higher_hazard_system,23,9,218.881109,0.307904,0.402528,27.128095,37.792923,5.642295
higher_hazard_system,23,10,217.118930,0.397670,0.421061,36.355135,39.662120,5.339587
higher_hazard_system,23,11,261.353598,0.522948,0.410785,56.143853,39.441148,6.462566
higher_hazard_system,23,12,227.872644,0.697789,0.384473,61.133836,37.674259,5.892101
higher_hazard_system,23,13,226.786100,0.941798,0.368383,78.681810,35.481594,6.216453
higher_hazard_system,23,14,263.972592,1.000000,0.378012,99.784817,33.954865,7.551813
higher_hazard_system,23,15,222.883109,1.000000,0.403804,90.001058,33.988846,6.370119
higher_hazard_system,23,16,222.015675,0.859882,0.419978,80.176851,36.591035,5.906080
higher_hazard_system,23,17,252.133303,0.639094,0.408338,65.798319,43.617721,5.650968
higher_hazard_system,23,18,205.314310,0.480891,0.375170,37.042023,59.496242,3.393836
higher_hazard_system,23,19,206.670645,0.367535,0.345664,26.256161,95.914659,2.132501
higher_hazard_system,23,20,231.691462,0.286311,0.340974,22.618805,178.042813,1.294056
higher_hazard_system,23,21,182.224360,0.228112,0.358986,14.922147,260.361369,0.697212
higher_hazard_system,23,22,188.106465,0.186410,0.376454,13.200364,176.155433,1.061816
higher_hazard_system,23,23,209.719313,0.156530,0.370548,12.164089,92.057035,2.253664
higher_hazard_system,23,24,159.898035,0.135119,0.339975,7.345283,53.496541,2.934095
higher_hazard_system,23,25,171.472916,0.119778,0.306284,6.290683,35.204910,4.736178
higher_hazard_system,24,1,146.225585,0.094570,0.319765,4.421891,11.447136,11.747730
higher_hazard_system,24,2,154.971502,0.099938,0.352776,5.463654,12.849683,11.189534
higher_hazard_system,24,3,186.138309,0.107431,0.364960,7.298086,14.510094,12.001107
higher_hazard_system,24,4,210.232408,0.117887,0.350891,8.696380,16.467148,12.035875
higher_hazard_system,24,5,206.147207,0.132480,0.329374,8.995325,18.739515,10.443377
higher_hazard_system,24,6,185.356392,0.152846,0.326052,9.237374,21.294725,8.313913
higher_hazard_system,24,7,178.551181,0.181269,0.349714,11.318805,24.003775,7.140969
higher_hazard_system,24,8,200.110728,0.220937,0.384072,16.980549,26.601531,7.249986
higher_hazard_system,24,9,231.327544,0.276298,0.402573,25.730565,28.707411,7.786863
higher_hazard_system,24,10,241.716383,0.353560,0.392644,33.555869,29.964693,7.806193
higher_hazard_system,24,11,223.882617,0.461389,0.367083,37.918573,30.257382,7.162552
higher_hazard_system,24,12,201.815541,0.611875,0.352139,43.484179,29.828834,6.546324
higher_hazard_system,24,13,203.079307,0.821896,0.363253,60.630483,29.191099,6.726463
higher_hazard_system,24,14,226.949336,1.000000,0.390783,88.688010,28.947191,7.578318
higher_hazard_system,24,15,245.205073,1.000000,0.408843,100.250326,29.719592,7.982042
higher_hazard_system,24,16,234.671665,0.985932,0.399125,92.345647,32.259573,7.055763
higher_hazard_system,24,17,204.028645,0.729412,0.367817,54.738825,37.741161,5.266457
higher_hazard_system,24,18,183.996206,0.545608,0.340034,34.135878,48.239821,3.736736
higher_hazard_system,24,19,192.179196,0.413906,0.336882,26.797000,66.893568,2.830595
higher_hazard_system,24,20,213.032350,0.319538,0.356224,24.248802,93.661759,2.250458
higher_hazard_system,24,21,215.998312,0.251920,0.374810,20.394987,109.459947,1.955445
higher_hazard_system,24,22,190.913714,0.203469,0.369818,14.365604,92.035620,2.052050
higher_hazard_system,24,23,159.898035,0.168753,0.339975,9.173654,63.587497,2.475681
higher_hazard_system,24,24,152.029049,0.143878,0.306851,6.711947,43.145666,3.443805
higher_hazard_system,24,25,169.969605,0.126054,0.295123,6.323116,30.697414,5.362255
higher_hazard_system,25,1,160.958317,0.092680,0.341158,5.089247,10.490838,14.007535
higher_hazard_system,25,2,162.305673,0.097300,0.352427,5.565677,11.642287,12.838316
higher_hazard_system,25,3,163.989093,0.103749,0.337459,5.741431,12.963412,11.744199
higher_hazard_system,25,4,166.000442,0.112749,0.315085,5.897250,14.463845,10.734746
higher_hazard_system,25,5,168.305902,0.125309,0.310989,6.558838,16.133720,9.823080
higher_hazard_system,25,6,170.843483,0.142839,0.334003,8.150691,17.928139,9.025899
higher_hazard_system,25,7,173.522588,0.167303,0.367888,10.680086,19.751134,8.362077
higher_hazard_system,25,8,176.226590,0.201445,0.386142,13.708029,21.451281,7.849289
higher_hazard_system,25,9,178.819249,0.249095,0.376237,16.758697,22.847726,7.498377
higher_hazard_system,25,10,181.155310,0.315595,0.351004,20.067500,23.795796,7.305888
higher_hazard_system,25,11,183.094730,0.408403,0.336704,25.177530,24.267482,7.246259
higher_hazard_system,25,12,184.518785,0.537928,0.348766,34.617737,24.393739,7.266310
higher_hazard_system,25,13,185.345249,0.718695,0.377510,50.286821,24.440262,7.285509
higher_hazard_system,25,14,185.539360,0.970975,0.396986,71.518570,24.749702,7.205495
higher_hazard_system,25,15,185.117924,1.000000,0.388810,71.975783,25.708416,6.931071
higher_hazard_system,25,16,184.145527,1.000000,0.359091,66.125003,27.765399,6.401633
higher_hazard_system,25,17,182.723877,0.834347,0.332869,50.747627,31.479324,5.625852
higher_hazard_system,25,18,180.976930,0.620797,0.331191,37.209339,37.475131,4.703738
higher_hazard_system,25,19,179.035060,0.467781,0.351877,29.469411,45.919483,3.815794
higher_hazard_system,25,20,177.021098,0.358141,0.371651,23.562152,54.824599,3.171023
higher_hazard_system,25,21,175.039970,0.279580,0.367683,17.993576,58.635442,2.935167
higher_hazard_system,25,22,173.172481,0.223289,0.338701,13.096730,53.438541,3.181064
